,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,cluster
84,0.5892857142857142,male,1,own,little,little,0.1136238582590514,0.08823529411764706,radio/TV,0
85,0.17857142857142855,female,3,own,little,no_info,0.06393749312204247,0.1176470588235294,business,1
86,0.14285714285714285,female,2,own,little,moderate,0.05749972488169913,0.20588235294117646,furniture/equipment,0
87,0.49999999999999994,male,2,free,moderate,moderate,0.6802024870694399,0.47058823529411764,education,0
88,0.19642857142857145,male,3,own,moderate,little,0.10999229668757565,0.20588235294117646,car,1
89,0.16071428571428575,male,2,own,little,little,0.047210300429184546,0.1176470588235294,repairs,0
90,0.6607142857142858,male,2,own,little,no_info,0.020248706943985912,0.1176470588235294,radio/TV,0
91,0.625,male,2,own,little,little,0.06377242214152085,0.1176470588235294,car,1
92,0.25000000000000006,female,1,own,no_info,no_info,0.030097942115109497,0.1176470588235294,radio/TV,0
93,0.01785714285714285,male,2,rent,no_info,rich,0.18526466380543635,0.2941176470588235,furniture/equipment,0
94,0.625,male,2,own,rich,moderate,0.05876526906569825,0.1176470588235294,car,1
95,0.6964285714285714,male,2,rent,little,moderate,0.8635963464289644,0.7352941176470588,business,1
96,0.75,female,2,own,no_info,no_info,0.09695168922636734,0.1176470588235294,education,0
97,0.26785714285714285,male,2,own,moderate,moderate,0.13051612193243095,0.20588235294117646,business,1
98,0.30357142857142855,male,2,own,little,moderate,0.11483437878287663,0.47058823529411764,radio/TV,0
99,0.30357142857142855,male,3,rent,no_info,moderate,0.37454605480356556,0.23529411764705882,car,1
100,0.39285714285714285,male,1,rent,moderate,no_info,0.06707384175195334,0.2941176470588235,car,1
101,0.0892857142857143,male,2,rent,little,moderate,0.1140640475404424,0.47058823529411764,radio/TV,0
102,0.0892857142857143,female,2,own,little,no_info,0.037526136238582586,0.029411764705882346,radio/TV,0
103,0.28571428571428575,male,2,rent,little,moderate,0.09183448883019699,0.07352941176470588,furniture/equipment,0
104,0.125,male,2,rent,no_info,no_info,0.12077693408165512,0.1176470588235294,car,1
105,0.35714285714285715,male,3,own,little,moderate,0.6431165401122483,0.2941176470588235,vacation/others,0
106,0.35714285714285715,male,3,own,little,no_info,0.34158688235941453,0.20588235294117646,car,1
107,0.23214285714285715,male,2,own,little,moderate,0.32067789149334214,0.1176470588235294,car,1
108,0.19642857142857145,female,2,own,no_info,little,0.4110817651590184,0.2941176470588235,furniture/equipment,0
109,0.28571428571428575,male,2,own,quite rich,moderate,0.06382744580169472,0.14705882352941174,business,1
110,0.21428571428571425,male,2,own,moderate,moderate,0.06597336854847584,0.029411764705882346,business,1
111,0.07142857142857145,female,2,rent,little,rich,0.007813359744690218,0.16176470588235292,education,0
112,0.16071428571428575,male,1,rent,little,moderate,0.33069219764498736,0.20588235294117646,car,1
113,0.10714285714285715,female,2,own,little,no_info,0.4184549356223176,0.47058823529411764,car,1
114,0.28571428571428575,male,2,own,quite rich,little,0.07868383404864092,0.1176470588235294,radio/TV,0
115,0.49999999999999994,male,2,own,no_info,no_info,0.18311874105865522,0.6470588235294117,radio/TV,0
116,0.19642857142857145,female,3,own,no_info,little,0.3809838230439089,0.5588235294117647,radio/TV,0
117,0.14285714285714285,female,2,rent,no_info,little,0.10355452844723231,0.08823529411764706,furniture/equipment,0
118,0.07142857142857145,female,2,own,quite rich,little,0.22180037416088919,0.4264705882352941,furniture/equipment,0
119,0.30357142857142855,male,3,own,quite rich,moderate,0.116430064927919,0.1176470588235294,car,1
120,0.10714285714285715,female,2,own,little,little,0.0872125013755915,0.25,radio/TV,0
121,0.39285714285714285,female,3,rent,little,no_info,0.1990756025090789,0.2941176470588235,car,1
122,0.0892857142857143,male,1,rent,little,no_info,0.08352591614394189,0.1176470588235294,furniture/equipment,0
123,0.7857142857142858,male,2,free,little,rich,0.0292175635523275,0.08823529411764706,car,1
124,0.14285714285714285,female,2,rent,no_info,moderate,0.09210960713106636,0.20588235294117646,furniture/equipment,0
125,0.19642857142857145,male,2,own,little,little,0.10294926818531969,0.1176470588235294,car,1
126,0.37499999999999994,male,1,own,little,little,0.024815670738417523,0.1176470588235294,radio/TV,0
127,0.19642857142857145,male,2,own,little,moderate,0.021404203807637284,0.1176470588235294,repairs,0
128,0.26785714285714285,male,3,own,little,moderate,0.08858809287993837,0.1176470588235294,car,1
129,0.17857142857142855,female,2,own,little,little,0.17877187190491914,0.1176470588235294,car,1
130,0.0892857142857143,female,2,own,no_info,moderate,0.45322988885220644,0.6470588235294117,car,1
131,0.17857142857142855,male,2,own,little,little,0.36519203257400684,0.47058823529411764,education,0
132,0.14285714285714285,male,1,own,little,no_info,0.1352481567073842,0.16176470588235292,furniture/equipment,0
133,0.49999999999999994,male,2,free,little,no_info,0.09541102674149884,0.20588235294117646,furniture/equipment,0
134,0.035714285714285754,female,2,own,moderate,no_info,0.5444040937603168,0.8235294117647058,radio/TV,0
135,0.33928571428571425,female,2,own,no_info,no_info,0.05447342357213601,0.1176470588235294,radio/TV,0
136,0.14285714285714285,male,2,own,rich,no_info,0.46016287003411466,0.338235294117647,car,1
137,0.8392857142857144,male,1,own,quite rich,moderate,0.02839220864971938,0.1176470588235294,radio/TV,0
138,0.28571428571428575,male,2,own,no_info,moderate,0.1363486299108617,0.16176470588235292,radio/TV,0
139,0.44642857142857145,female,1,rent,little,rich,0.08974358974358974,0.1176470588235294,radio/TV,0
140,0.14285714285714285,male,0,own,rich,rich,0.025255860019808517,0.029411764705882346,car,1
141,0.19642857142857145,female,3,own,little,moderate,0.2500825354902608,0.47058823529411764,radio/TV,0
142,0.14285714285714285,male,3,own,little,little,0.17420490811048753,0.338235294117647,radio/TV,0
143,0.0535714285714286,male,2,own,little,little,0.121712336304611,0.20588235294117646,furniture/equipment,0
144,0.07142857142857145,female,2,own,little,no_info,0.11213821943435677,0.25,furniture/equipment,0
145,0.19642857142857145,male,2,own,moderate,moderate,0.18245845713656875,0.6470588235294117,business,1
146,0.35714285714285715,female,2,own,little,little,0.0335644327060636,0.029411764705882346,car,1
147,0.5714285714285714,female,2,own,moderate,no_info,0.023770221195113902,0.1176470588235294,car,1
148,0.16071428571428575,male,2,own,little,little,0.2817761637504127,0.47058823529411764,furniture/equipment,0
149,0.48214285714285715,male,2,own,rich,no_info,0.07329151535160118,0.20588235294117646,radio/TV,0
150,0.41071428571428575,male,2,free,moderate,no_info,0.06030593155056674,0.029411764705882346,radio/TV,0
151,0.33928571428571425,male,2,own,little,no_info,0.09210960713106636,0.08823529411764706,radio/TV,0
152,0.0892857142857143,male,2,own,little,rich,0.30802244965335096,0.47058823529411764,radio/TV,0
153,0.17857142857142855,female,2,rent,rich,moderate,0.41311764058545175,0.2941176470588235,car,1
154,0.30357142857142855,male,3,rent,moderate,moderate,0.3695939253879168,0.2941176470588235,business,1
155,0.01785714285714285,female,2,rent,little,little,0.056784417299438755,0.1176470588235294,furniture/equipment,0
156,0.5178571428571428,male,2,own,moderate,little,0.057114559260482006,0.07352941176470588,repairs,0
157,0.46428571428571425,male,1,own,little,little,0.004897105755474855,0.1176470588235294,education,0
158,0.33928571428571425,male,2,own,moderate,moderate,0.1794871794871795,0.2941176470588235,car,1
159,0.26785714285714285,male,1,own,no_info,no_info,0.09067899196654561,0.029411764705882346,radio/TV,0
160,0.30357142857142855,male,2,own,moderate,no_info,0.14427203697589966,0.2941176470588235,radio/TV,0
161,0.19642857142857145,female,2,own,little,no_info,0.04429404643996919,0.20588235294117646,car,1
162,0.30357142857142855,male,2,own,quite rich,no_info,0.055683944095961266,0.16176470588235292,domestic appliances,1
163,0.9107142857142858,male,3,free,little,moderate,0.3883569935072081,0.08823529411764706,car,1
164,0.30357142857142855,male,2,own,quite rich,no_info,0.03626059205458347,0.47058823529411764,car,1
165,0.23214285714285715,male,2,own,quite rich,no_info,0.15010454495433037,0.029411764705882346,furniture/equipment,0
166,0.25000000000000006,female,2,own,little,little,0.048475844613183675,0.20588235294117646,furniture/equipment,0
167,0.01785714285714285,female,2,own,rich,moderate,0.07301639705073182,0.10294117647058824,furniture/equipment,0
168,0.10714285714285715,female,2,rent,little,no_info,0.2047980631671619,0.2941176470588235,furniture/equipment,0
169,0.21428571428571425,male,2,own,little,moderate,0.09271486739297898,0.2941176470588235,business,1
170,0.25000000000000006,male,2,rent,little,little,0.03851656212171234,0.16176470588235292,car,1
171,0.125,female,2,own,little,no_info,0.028227137669197756,0.1176470588235294,furniture/equipment,0
172,0.26785714285714285,female,3,own,little,moderate,0.09981291955540883,0.2941176470588235,furniture/equipment,0
173,0.25000000000000006,male,2,own,little,moderate,0.06404754044239022,0.058823529411764705,radio/TV,0
174,0.125,male,2,own,little,little,0.17409486079013978,0.25,education,0
175,0.6071428571428572,female,3,own,no_info,no_info,0.39809618135798397,0.38235294117647056,car,1
176,0.41071428571428575,male,2,own,little,little,0.1280400572246066,0.1176470588235294,furniture/equipment,0
177,0.5892857142857142,male,2,own,quite rich,little,0.00484208209530098,0.029411764705882346,radio/TV,0
178,0.21428571428571425,male,3,rent,little,no_info,0.09425552987784747,0.1176470588235294,radio/TV,0
179,0.8214285714285714,male,2,own,little,little,0.0176625949158138,0.25,car,1
180,0.16071428571428575,male,2,own,little,no_info,0.5129305601408606,0.47058823529411764,business,1
181,0.19642857142857145,male,3,own,little,moderate,0.2313744910311434,0.47058823529411764,business,1
182,0.37499999999999994,male,1,own,no_info,little,0.07686805326290305,0.25,car,1
183,0.5535714285714286,male,2,own,rich,no_info,0.19406844943325632,0.2941176470588235,furniture/equipment,0
184,0.30357142857142855,male,2,own,little,moderate,0.034885000550236606,0.20588235294117646,car,1
185,0.21428571428571425,male,2,own,little,no_info,0.06107626279300099,0.16176470588235292,radio/TV,0
186,0.9821428571428572,female,3,free,little,moderate,0.268460437988335,0.07352941176470588,car,1
187,0.875,male,0,free,little,moderate,0.050896885660834154,0.1764705882352941,car,1
188,0.01785714285714285,male,2,own,moderate,little,0.0233300319137229,0.1176470588235294,radio/TV,0
189,0.25000000000000006,female,2,own,little,moderate,0.16474083856058105,0.20588235294117646,furniture/equipment,0
190,0.625,male,3,own,rich,no_info,0.23885770881479035,0.2941176470588235,business,1
191,0.26785714285714285,male,1,free,moderate,moderate,0.19775503466490593,0.6470588235294117,business,1
192,0.30357142857142855,male,2,own,little,moderate,0.20166171453725104,0.338235294117647,business,1
193,0.17857142857142855,male,2,rent,little,no_info,0.10223396060305931,0.029411764705882346,radio/TV,0
194,0.035714285714285754,male,2,rent,moderate,moderate,0.15302079894354573,0.6029411764705882,radio/TV,0
195,0.26785714285714285,female,3,own,little,moderate,0.06883459887751733,0.07352941176470588,education,0
196,0.16071428571428575,female,2,own,little,no_info,0.06228678331682623,0.029411764705882346,radio/TV,0
197,0.14285714285714285,female,2,rent,moderate,moderate,0.038571585781886214,0.1176470588235294,furniture/equipment,0
198,0.30357142857142855,male,2,free,no_info,moderate,0.13810938703642567,0.2941176470588235,car,1
199,0.37499999999999994,male,3,own,little,moderate,0.2226807527236712,0.20588235294117646,furniture/equipment,0
200,0.5892857142857142,male,2,own,quite rich,no_info,0.037746230879278087,0.07352941176470588,education,0
201,0.14285714285714285,male,1,own,little,little,0.05051172003961703,0.1176470588235294,car,1
202,0.125,male,2,own,little,no_info,0.2678001540662485,0.338235294117647,business,1
203,0.035714285714285754,male,2,rent,little,little,0.035875426433366345,0.1176470588235294,education,0
204,0.33928571428571425,male,1,own,little,no_info,0.06850445691647408,0.1176470588235294,car,1
205,0.33928571428571425,male,3,free,little,little,0.5707604269836029,0.38235294117647056,car,1
206,0.42857142857142855,male,2,own,little,no_info,0.09271486739297898,0.1176470588235294,furniture/equipment,0
207,0.125,male,2,own,little,moderate,0.06459777704412897,0.1176470588235294,domestic appliances,1
208,0.035714285714285754,male,1,own,little,little,0.3476394849785408,0.2941176470588235,business,1
209,0.6428571428571428,male,2,own,rich,no_info,0.06399251678221635,0.1176470588235294,car,1
210,0.25000000000000006,male,2,own,no_info,no_info,0.15538681633102236,0.07352941176470588,radio/TV,0
211,0.46428571428571425,female,1,own,no_info,no_info,0.19725982172334106,0.47058823529411764,radio/TV,0
212,0.5535714285714286,male,2,own,little,little,0.27748431825685044,0.338235294117647,business,1
213,0.8392857142857144,male,3,own,little,rich,0.09122922856828436,0.38235294117647056,business,1
214,0.5714285714285714,male,2,own,no_info,no_info,0.1701331572576208,0.47058823529411764,radio/TV,0
215,0.35714285714285715,female,1,own,no_info,moderate,0.037526136238582586,0.029411764705882346,education,0
216,0.21428571428571425,male,2,own,little,little,0.1570375261362386,0.20588235294117646,business,1
217,0.07142857142857145,male,2,own,little,rich,0.2015516672169033,0.47058823529411764,radio/TV,0
218,0.0892857142857143,male,1,rent,little,little,0.15247056234180698,0.2941176470588235,furniture/equipment,0
219,0.8035714285714286,female,2,own,little,no_info,0.06129635743369649,0.08823529411764706,car,1
220,0.125,male,1,own,little,moderate,0.020633872565203038,0.1176470588235294,radio/TV,0
221,0.07142857142857145,female,2,rent,no_info,little,0.05227247716518102,0.1176470588235294,education,0
222,0.19642857142857145,male,2,own,little,no_info,0.025145812699460767,0.1176470588235294,radio/TV,0
223,0.23214285714285715,male,2,own,no_info,no_info,0.15010454495433037,0.2941176470588235,business,1
224,0.19642857142857145,male,2,own,little,no_info,0.2424892703862661,0.16176470588235292,car,1
225,0.14285714285714285,male,2,own,little,no_info,0.13002090899086607,0.47058823529411764,repairs,0
226,0.14285714285714285,male,2,own,rich,moderate,0.5893584241223726,0.6470588235294117,radio/TV,0
227,0.6071428571428572,male,3,free,little,little,0.41900517222405637,0.1176470588235294,furniture/equipment,0
228,0.0535714285714286,male,2,own,little,no_info,0.0675690546935182,0.07352941176470588,radio/TV,0
229,0.0535714285714286,male,2,free,little,little,0.15951359084406297,0.2941176470588235,furniture/equipment,0
230,0.125,male,2,own,little,rich,0.21789369428854408,0.47058823529411764,radio/TV,0
231,0.5714285714285714,male,1,free,quite rich,no_info,0.12418840101243535,0.07352941176470588,car,1
232,0.28571428571428575,male,2,own,moderate,no_info,0.10404974138879718,0.1176470588235294,radio/TV,0
233,0.10714285714285715,male,1,own,little,moderate,0.03389457466710685,0.20588235294117646,radio/TV,0
234,0.41071428571428575,male,1,own,little,no_info,0.07120061626499395,0.0,radio/TV,0
235,0.19642857142857145,male,3,own,little,little,0.086552217453505,0.2941176470588235,radio/TV,0
236,0.07142857142857145,male,0,own,no_info,moderate,0.7871134587872785,0.029411764705882346,car,1
237,0.75,male,1,rent,moderate,moderate,0.1384945526576428,0.25,business,1
238,0.28571428571428575,female,2,own,little,no_info,0.05727963024100363,0.1176470588235294,radio/TV,0
239,0.35714285714285715,male,2,own,little,little,0.1250137559150435,0.38235294117647056,radio/TV,0
240,0.17857142857142855,female,2,own,no_info,little,0.03659073401562672,0.2941176470588235,car,1
241,0.5714285714285714,male,2,own,little,no_info,0.07400682293386156,0.029411764705882346,radio/TV,0
242,0.0892857142857143,male,2,free,little,little,0.2396280400572246,0.6470588235294117,car,1
243,0.14285714285714285,female,2,own,little,no_info,0.051447122262572906,0.1176470588235294,business,1
244,0.28571428571428575,female,1,own,quite rich,no_info,0.17591064157587763,0.1176470588235294,education,0
245,0.10714285714285715,male,2,own,little,no_info,0.055463849455265765,0.2941176470588235,business,1
246,0.5892857142857142,male,2,own,little,no_info,0.02569604930119952,0.1176470588235294,radio/TV,0
247,0.28571428571428575,male,2,rent,moderate,no_info,0.05249257180587652,0.029411764705882346,car,1
248,0.125,male,2,own,little,rich,0.09216463079124024,0.2941176470588235,furniture/equipment,0
249,0.0535714285714286,female,2,rent,little,no_info,0.010069329811819083,0.20588235294117646,radio/TV,0
250,0.35714285714285715,female,1,own,rich,little,0.022889842632331906,0.029411764705882346,car,1
251,0.48214285714285715,female,1,own,little,rich,0.1101023440079234,0.1176470588235294,furniture/equipment,0
252,0.0892857142857143,female,2,own,little,moderate,0.10454495433036205,0.38235294117647056,car,1
253,0.28571428571428575,male,2,own,moderate,no_info,0.21464729833828547,0.2941176470588235,furniture/equipment,0
254,0.0892857142857143,male,2,own,no_info,moderate,0.09794211510949709,0.07352941176470588,furniture/equipment,0
255,0.14285714285714285,male,1,own,no_info,moderate,0.39440959612633436,0.8235294117647058,radio/TV,0
256,0.28571428571428575,male,1,own,little,no_info,0.13392758886321118,0.2941176470588235,radio/TV,0
257,0.17857142857142855,male,2,free,little,little,0.10448993067018818,0.1176470588235294,radio/TV,0
258,0.07142857142857145,female,2,own,moderate,no_info,0.19599427753934193,0.16176470588235292,car,1
259,0.6785714285714286,female,1,own,moderate,no_info,0.04974138879718279,0.10294117647058824,radio/TV,0
260,0.14285714285714285,male,2,own,little,little,0.07741828986464179,0.1176470588235294,furniture/equipment,0
261,0.6428571428571428,female,2,own,little,little,0.07444701221525256,0.2941176470588235,radio/TV,0
262,0.30357142857142855,male,3,free,little,little,0.27797953119841534,0.20588235294117646,car,1
263,0.6785714285714286,female,1,free,little,no_info,0.13744910311433917,0.1176470588235294,education,0
264,0.23214285714285715,male,1,own,little,no_info,0.05397821063057115,0.08823529411764706,car,1
265,0.32142857142857145,male,2,own,little,moderate,0.030373060415978873,0.16176470588235292,radio/TV,0
266,0.30357142857142855,male,2,own,no_info,no_info,0.33311323869263787,0.47058823529411764,business,1
267,0.33928571428571425,female,2,own,little,no_info,0.07059535600308132,0.2941176470588235,radio/TV,0
268,0.46428571428571425,male,3,own,little,little,0.48024650599757895,0.14705882352941174,car,1
269,0.10714285714285715,male,2,own,no_info,no_info,0.041212721470232194,0.2941176470588235,radio/TV,0
270,0.23214285714285715,male,2,own,no_info,no_info,0.13271706833938596,0.20588235294117646,car,1
271,0.32142857142857145,female,2,rent,quite rich,no_info,0.06338725652030373,0.1176470588235294,furniture/equipment,0
272,0.30357142857142855,male,3,free,no_info,moderate,0.6558270056124132,0.6470588235294117,car,1
273,0.16071428571428575,male,2,own,little,moderate,0.1546164850885881,0.6470588235294117,radio/TV,0
274,0.26785714285714285,male,1,own,little,little,0.6464179597226807,0.38235294117647056,repairs,0
275,0.23214285714285715,male,2,own,little,no_info,0.13464289644547156,0.07352941176470588,radio/TV,0
276,0.125,female,2,own,little,no_info,0.11852096401452623,0.20588235294117646,radio/TV,0
277,0.5357142857142858,male,1,own,no_info,little,0.055683944095961266,0.1176470588235294,furniture/equipment,0
278,0.23214285714285715,female,2,own,little,no_info,0.23995818201826785,0.029411764705882346,furniture/equipment,0
279,0.17857142857142855,male,3,rent,moderate,no_info,0.09084406294706723,0.2941176470588235,radio/TV,0
280,0.07142857142857145,male,2,rent,rich,no_info,0.17156377242214152,0.16176470588235292,car,1
281,0.5535714285714286,male,2,own,little,no_info,0.07285132607021019,0.1176470588235294,furniture/equipment,0
282,0.5357142857142858,male,1,own,no_info,rich,0.06575327390778034,0.20588235294117646,radio/TV,0
283,0.7857142857142858,male,2,own,no_info,no_info,0.06988004842082095,0.16176470588235292,furniture/equipment,0
284,0.32142857142857145,male,2,own,moderate,moderate,0.19962583911081766,0.2941176470588235,car,1
285,0.28571428571428575,female,1,own,little,little,0.5762077693408165,0.6323529411764706,car,1
286,0.125,male,2,own,little,little,0.24969736986904373,0.6470588235294117,car,1
287,0.21428571428571425,male,3,free,moderate,moderate,0.4034334763948498,0.6470588235294117,vacation/others,0
288,0.5357142857142858,female,2,own,little,moderate,0.04632992186640256,0.1176470588235294,radio/TV,0
289,0.5178571428571428,male,2,own,little,little,0.04258831297457907,0.2941176470588235,radio/TV,0
290,0.125,male,2,own,little,no_info,0.045449543303620554,0.1176470588235294,business,1
291,0.16071428571428575,male,3,rent,little,moderate,0.5033564432706064,0.47058823529411764,car,1
292,0.44642857142857145,female,3,free,little,little,0.33944095961263343,0.2941176470588235,car,1
293,0.6607142857142858,male,2,free,little,rich,0.2501375591504347,0.5588235294117647,car,1
